Company Legal Name,Trading Name,Region,HQ based in country,Valid website link OR leave blank,Lead Owner,Qualified as a customer at [day],Website form request send?,Message sent,Generic email,Names,Emails,
"Aipei Co., Ltd",Shopee,Asia / Pacific,Taiwan,help.shopee.tw,,,,,,,,
Hero Corporate Services Limited,,Asia / Pacific,INDIA,herocorp.com,,,,,,,,
Hey You Pty Ltd,Hey You,Asia / Pacific,AUSTRALIA,heyyou.com.au,,,,,,,,
The Hida Credit Cooperative,,Asia / Pacific,JAPAN,hidashin.co.jp,,,,,,,,
Hitachi Payment Services Private Limited,,Asia / Pacific,INDIA,hitachi-payments.com,,,,,,,,
HiTRUST Inc.,,Asia / Pacific,TAIWAN,hitrust.com.tw,,,,,,,,
HMG Industries Limited,,Asia / Pacific,India,hmgindustries.in,,,,,,,,
BLUESNAP AUSTRALIA PTY LIMITED,BLUESNAP,Asia / Pacific,AUSTRALIA,home.bluesnap.com,,,,,,,,
PT Home Credit Indonesia,,Asia / Pacific,INDONESIA,homecredit.co.id,,,,,,,,
Hostworks,Hostworks,Asia / Pacific,AUSTRALIA,hostworks.com.au,,,,,,,,
Rebma Investments Pty Ltd,Rebma,Asia / Pacific,AUSTRALIA,rebma.com.au,,,,,,,,
Insight ATMs Aust. Pty Ltd,Insight,Asia / Pacific,AUSTRALIA,insightpayments.com,,,,,,,,
TRANSACTION SOLUTIONS LIMITED,TRANSACTION,Asia / Pacific,AUSTRALIA,tas.business,,,,,,,,
Hyperpay Inc,Hyperpay,Asia / Pacific,Jordan,hyperpay.com,,,,,,,,
i2iTelesource Pvt Ltd.,i2i Telesource,Asia / Pacific,India,i2itelesource.com,,,,,,,,
"Softleader Services, Co. Ltd.",i519 Payment Gateways,Asia / Pacific,Taiwan,i519.com.tw,,,,,,,,
IBIBO Web Private Limited,PayU Payments Private Limited (CID 209718),Asia / Pacific,India,ibibo.com,,,,,,,,
Industrial & Commercial Bank of China Limited,ICBC,Asia / Pacific,CHINA MAINLAND,icbc-ltd.com,,,,,,,,
Corporate Prepaid Solutions,,Asia / Pacific,AUSTRALIA,ichoosecard.com,,,,,,,,
ICICI Merchant Services Pvt Ltd,,Asia / Pacific,INDIA,icicimerchantservices.com,,,,,,,,
PT NTT Indonesia Nexcenter,,Asia / Pacific,INDONESIA,id.ntt.com,,,,,,,,
IF ATM Pty Ltd,IF ATM,Asia / Pacific,AUSTRALIA,ifatm.com.au,,,,,,,,
IF BUSINESS SOLUTIONS PTY LTD,IF BUSINESS SOLUTIONS,Asia / Pacific,AUSTRALIA,ifbusinesssolutions.com.au,,,,,,,,
Worldline India Private Limited,Worldline India Pvt. Ltd.,Asia / Pacific,India,in.worldline.com,,,,,,,,
InComm Japan K.K,,Asia / Pacific,JAPAN,incomm.co.jp,,,,,,,,
I-NET Corp.,,Asia / Pacific,JAPAN,inet.co.jp,,,,,,,,
Infinitium Solutions Pte Ltd,,Asia / Pacific,SINGAPORE,infinitium.com,,,,,,,,
Infolink,Infolink,Asia / Pacific,Bangladesh,infolinkbd.com,,,,,,,,
Infosys Bpo Limited,,Asia / Pacific,INDIA,infosysbpm.com,,,,,,,,
InfoTel Pakistan (Pvt.) Ltd.,,Asia / Pacific,PAKISTAN,infotelpak.com,,,,,,,,
"KGInicis Co., Ltd.",,Asia / Pacific,SOUTH KOREA,inicis.com,,,,,,,,
Inkript Cards sal,,Asia / Pacific,LEBANON,inkript.com,,,,,,,,
Inlogik Group Pty Limited,Inlogik,Asia / Pacific,AUSTRALIA,inlogik.com,,,,,,,,
Innoviti Embedded Solutions Pvt. Ltd.,Innoviti,Asia / Pacific,India,innoviti.com,,,,,,,,
Inshokugyoukai.com,,Asia / Pacific,JAPAN,Inshokugyoukai.com,,,,,,,,
In-Solutions Global Limited,,Asia / Pacific,INDIA,insolutionsglobal.com,,,,,,,,
"Inspiro Relia, Inc",Inspiro,Asia / Pacific,PHILIPPINES,inspiro.com,,,,,,,,
Instamojo Technologies Private Limited,Instamojo,Asia / Pacific,India,instamojo.com,,,,,,,,
Instore Cashouts Pty. Ltd.,Instore,Asia / Pacific,AUSTRALIA,instoredoes.com,,,,,,,,
Integrapay Limited,IntegraPay,Asia / Pacific,Australia,integrapay.com.au,,,,,,,,
Intellect Design Arena Limited,,Asia / Pacific,INDIA,intellectdesign.com,,,,,,,,
PCHOME INTERPAY INC.,PCHOME INTERPAY INC.,Asia / Pacific,Taiwan,interpay.com.tw,,,,,,,,
Alipay Financial Services (HK) Limited,,Asia / Pacific,HONG KONG,intl.alipay.com,,,,,,,,
INTOUCH Soft,INTOUCH Soft,Asia / Pacific,Bangladesh,intouchsoftbd.com,,,,,,,,
iPay Systems Limited,Ipay,Asia / Pacific,Bangladesh,ipay.com.bd,,,,,,,,
PT Dinamik Mobile (iPay88 Indonesia),,Asia / Pacific,INDONESIA,ipay88.co.id,,,,,,,,
Mobile88.com Sdn.Bhd.,iPay88,Asia / Pacific,Malaysia,ipay88.com,,,,,,,,
MOBILE88.COM SDN. BHD.,iPay88,Asia / Pacific,MALAYSIA,ipay88.com.my,,,,,,,,
"iPayLinks Financial Information Service (Shanghai) Co., Ltd.",iPayLinks,Asia / Pacific,CHINA MAINLAND,ipaylinks.com,,,,,,,,
INTERBANK PROCESSING CENTER CJSC,,Asia / Pacific,KYRGYZSTAN,ipc.kg,,,,,,,,
IP PAYMENTS (NEW ZEALAND) LIMITED,Bambora,Asia / Pacific,New Zealand,ippayments.com,,,,,,,,
IP Payments Pty Ltd.,SuperPay,Asia / Pacific,Australia,ippayments.com.au,,,,,,,,
IP Solutions International Pty Ltd,ipsi,Asia / Pacific,AUSTRALIA,ipsi.com.au,,,,,,,,
Indian Railway Catering and Tourism Corporation Ltd,Indian Railway Catering and Tourism,Asia / Pacific,India,irctc.co.in,,,,,,,,
IRIS Corporation Bhd,,Asia / Pacific,MALAYSIA,iris.com.my,,,,,,,,
"Iron Mountain Information Management, LLC",Iron Mountain,Asia / Pacific,AUSTRALIA,ironmountain.com,,,,,,,,
ISAO CORPORATION,,Asia / Pacific,JAPAN,isao.co.jp,,,,,,,,
iSignThis Ltd,iSignThis,Asia / Pacific,Australia,isignthis.com,,,,,,,,
IT Consultants Ltd.,IT Consultants Ltd.,Asia / Pacific,BANGLADESH,itcbd.com,,,,,,,,
"National ITMX Co., Ltd",,Asia / Pacific,THAILAND,itmx.co.th,,,,,,,,
Izealiant Technologies Pvt Ltd,,Asia / Pacific,INDIA,izealiant.com,,,,,,,,
"PT Jasuindo Tiga Perkasa, Tbk",,Asia / Pacific,INDONESIA,jasuindo.co.id,,,,,,,,
J & E Secure Services,J & E private Security,Asia / Pacific,AUSTRALIA,jeprivatesecuritycorp.com,,,,,,,,
Jing King Technology Holdings Ltd,,Asia / Pacific,MAINLAND CHINA,jingking.com,,,,,,,,
JKOS Network Co. Ltd.,Jkopay,Asia / Pacific,Taiwan,jkos.com,,,,,,,,
"JPMORGAN CHASE BANK, N.A.",,Asia / Pacific,SINGAPORE,jpmorganchase.com,,,,,,,,
"JTNet Co., Ltd.",,Asia / Pacific,SOUTH KOREA,jtnet.co.kr,,,,,,,,
"Jilin Jiutai Rural Commercial Bank Co., Ltd.",,Asia / Pacific,MAINLAND CHINA,jtnsh.com,,,,,,,,
"Kanmu, Inc.",,Asia / Pacific,JAPAN,kanmu.co.jp,,,,,,,,
Kapital Bank JSB,Kapital Bank,Asia / Pacific,AZERBAIJAN,kapitalbank.az,,,,,,,,
PT Multi Adiprakarsa Manunggal,,Asia / Pacific,INDONESIA,kartuku.co.id,,,,,,,,
Kasikornbank Public Company Limited,,Asia / Pacific,THAILAND,kasikornbank.com,,,,,,,,
NHN KCP CORP,,Asia / Pacific,SOUTH KOREA,kcp.co.kr,,,,,,,,
Wemsol (Pvt) Ltd,,Asia / Pacific,PAKISTAN,keenu.pk,,,,,,,,
"Sichuan Keydom Smart Technology Co., Ltd",,Asia / Pacific,MAINLAND CHINA,keydom.com.cn,,,,,,,,
Korea Financial Telecommunications and Clearings Institute,KFTC,Asia / Pacific,SOUTH KOREA,kftc.or.kr,,,,,,,,
Khan Bank,,Asia / Pacific,MONGOLIA,khanbank.com,,,,,,,,
"Korea Information &amp; Communication Co., Ltd.",Easycheck,Asia / Pacific,SOUTH KOREA,kicc.co.kr,,,,,,,,
Kien Long Commercial Joint Stock Bank,,Asia / Pacific,VIETNAM,kienlongbank.com,,,,,,,,
Kiplepay Sdn. Bhd.,,Asia / Pacific,MALAYSIA,kiplepay.com,,,,,,,,
"Kipp Financial Technologies, Inc.",,Asia / Pacific,JAPAN,kipp-corp.com,,,,,,,,
Kismet Pty Ltd,Kismet ATM,Asia / Pacific,AUSTRALIA,kismet-atm.com.au,,,,,,,,
KL Hi-Tech Secure Print Limited,,Asia / Pacific,INDIA,klhitech.com,,,,,,,,
"Korea Minting, Security Printing and ID Card Operating Corp.",,Asia / Pacific,SOUTH KOREA,komsco.co.kr,,,,,,,,
"KONA I Co., Ltd. Gimpo Factory",,Asia / Pacific,SOUTH KOREA,kona-c.com,,,,,,,,
"KONA M Co., Ltd",,Asia / Pacific,SOUTH KOREA,kona-m.co.kr,,,,,,,,
Kounta Pty Ltd,Kounta,Asia / Pacific,AUSTRALIA,kounta.com,,,,,,,,
Kovan Co Ltd,,Asia / Pacific,SOUTH KOREA,kovan.com,,,,,,,,
Ksnet Inc,,Asia / Pacific,SOUTH KOREA,ksnet.co.kr,,,,,,,,
Kyash Inc.,,Asia / Pacific,JAPAN,kyash.co,,,,,,,,
Kyodo Printing Co Ltd (Kawajima Solution Center),,Asia / Pacific,JAPAN,kyodoprinting.co.jp,,,,,,,,
"KYUSHU NIHON SHINPAN CO.,LTD",,Asia / Pacific,JAPAN,kyushinpan.co.jp,,,,,,,,
Digit Secure India Private Limited,,Asia / Pacific,India,lastmile.mobi,,,,,,,,
Lateral Payments Solutions Pty Ltd,Lateral,Asia / Pacific,Australia,lateralpaymentsolutions.com,,,,,,,,
"Lawson Bank, Inc.",,Asia / Pacific,JAPAN,lawsonbank.jp,,,,,,,,
Spider Digital Commerce (Bangladesh),Lebupay,Asia / Pacific,Bangladesh,lebupay.com,,,,,,,,
"LianLian Pay Electronic Payment(Thailand) Co.,Ltd.",,Asia / Pacific,THAILAND,lianlianpay.com,,,,,,,,
JSC Liberty Bank,,Asia / Pacific,GEORGIA,libertybank.ge,,,,,,,,
LINE Corporation,LINE Corporation,Asia / Pacific,Taiwan,line.me,,,,,,,,
"Link Processing Co.,Ltd.",,Asia / Pacific,JAPAN,linkprocessing.co.jp,,,,,,,,
Quoine Corporation,,Asia / Pacific,JAPAN,liquid.com,,,,,,,,
LIVE EFTPOS Pty Ltd,LIVE EFTPOS,Asia / Pacific,Australia,liveeftpos.com.au,,,,,,,,
"ULTRA INC,",Ultra,Asia / Pacific,JAPAN,liveultrahealthy.com,,,,,,,,
LivQuik Technology (India) private Limited,,Asia / Pacific,INDIA,livquik.com,,,,,,,,
LOTTE FINANCE VIETNAM COMPANY LIMITED,,Asia / Pacific,VIETNAM,lottefinance.vn,,,,,,,,
M-Tech Innovations Ltd,,Asia / Pacific,INDIA,m-techindia.com,,,,,,,,
M2P SOLUTION PRIVATE LIMITED,,Asia / Pacific,INDIA,m2p.in,,,,,,,,
Myanma Apex Bank Limited,Myanma Apex,Asia / Pacific,MYANMAR,mabbank.com,,,,,,,,
Madras Security Printers Pvt Ltd,,Asia / Pacific,INDIA,madrassecurityprinters.com,,,,,,,,
ManagePay Services Sdn. Bhd,MPY,Asia / Pacific,Malaysia,managepay.com,,,,,,,,
Mandrake.ATM Pty. Ltd.,Mandrake.ATM,Asia / Pacific,AUSTRALIA,mandrakeatm.online,,,,,,,,
MCT Cards & Technology Pvt Ltd (Manipal),,Asia / Pacific,INDIA,manipaltechnologies.com,,,,,,,,
"Shanghai MasaPay Information Technology Co., Ltd.",MasaPay,Asia / Pacific,CHINA MAINLAND,masapay.com,,,,,,,,
MASTERCARD TECHNOLOGY PRIVATE LIMITED,,Asia / Pacific,INDIA,mastercard.co.in,,,,,,,,
Mastercard Asia Pacific (Au) Pty Ltd,Mastercard,Asia / Pacific,AUSTRALIA,mastercard.com.au,,,,,,,,
MatchMove India Pvt Ltd,,Asia / Pacific,INDIA,matchmove.com,,,,,,,,
MAXIMUS INFOWARE INDIA PVT LTD,Maximus,Asia / Pacific,INDIA,maximusinfoware.in,,,,,,,,
Military Commercial Joint Stock Bank,MB Bank,Asia / Pacific,VIETNAM,mbbank.com.vn,,,,,,,,
Mobile Credit Payment Pte Ltd,MC payments,Asia / Pacific,Hong Kong,mcpayment.com,,,,,,,,
Medix Corporation,,Asia / Pacific,JAPAN,medix-japan.com,,,,,,,,
"MEITETSU COM Co.,Ltd.",,Asia / Pacific,JAPAN,meitetsu.co.jp,,,,,,,,
Middle East Payment Services Co.,,Asia / Pacific,JORDAN,mepspay.com,,,,,,,,
Merchant Solutions Private Limited,,Asia / Pacific,SRI LANKA,merchant-solutions.biz,,,,,,,,
MERCHANT PAYMENT SYSTEMS PTY. LTD.,MERCHANT payments systems,Asia / Pacific,AUSTRALIA,merchantpayments.com.au,,,,,,,,
MerchantPay Solutions,,Asia / Pacific,INDIA,merchantpaysolutions.biz,,,,,,,,
SR GLOBAL SOLUTIONS PTY LTD,Merchant Warrior,Asia / Pacific,Australia,merchantwarrior.com,,,,,,,,
Meshulam Payment Solutions Ltd,Meshulam,Asia / Pacific,Israel,meshulam.biz,,,,,,,,
Metaps Payment Inc.,,Asia / Pacific,JAPAN,metaps.com,,,,,,,,
MicroSourcing Philippines Inc.,,Asia / Pacific,PHILIPPINES,microsourcing.com,,,,,,,,
Millikart LLC,Millikart LLC,Asia / Pacific,AZERBAIJAN,millikart.az,,,,,,,,
Mintoak Innovations Private Limited,,Asia / Pacific,INDIA,mintoak.com,,,,,,,,
Mint Payments Ltd,Mint Payments,Asia / Pacific,AUSTRALIA,mintpayments.com,,,,,,,,
"mixi,Inc.",,Asia / Pacific,JAPAN,mixi.co.jp,,,,,,,,
Technology Division of Mizrahi-Tefahot Bank Ltd,Mizrahi-Tefahot,Asia / Pacific,ISRAEL,mizrahi-tefahot.co.il,,,,,,,,
"Mizuho Factors,Limited",Mizuho,Asia / Pacific,JAPAN,mizuhobank.com,,,,,,,,
MK Smart Joint Stock Company,,Asia / Pacific,VIETNAM,mksmart.com.vn,,,,,,,,
Waseela Microfinance Bank Ltd,,Asia / Pacific,Pakistan,mobicash.com.pk,,,,,,,,
One Mobikwik Systems Private Limited,,Asia / Pacific,INDIA,mobikwik.com,,,,,,,,
MobiSwipe Technologies (P)Ltd,,Asia / Pacific,INDIA,mobiswipe.in,,,,,,,,
MOLPAY Limited,,Asia / Pacific,HONG KONG,molpay.com,,,,,,,,
Foris Asia Pte Ltd,,Asia / Pacific,SINGAPORE,mona.co,,,,,,,,
Pay Enterprise Company Limited,Money Space,Asia / Pacific,Thailand,moneyspace.net,,,,,,,,
Moneytech Payments Pty Ltd,Moneytech,Asia / Pacific,Australia,moneytech.com.au,,,,,,,,
Synergistic Financial Network Private Limited,,Asia / Pacific,INDIA,mosambee.in,,,,,,,,
MPASS MOBILITY SDN. BHD.,MPass,Asia / Pacific,MALAYSIA,mpass.asia,,,,,,,,
Vitenam mPOS Technology Joint Stock Company,mPOS.vn,Asia / Pacific,Vietnam,mpos.vn,,,,,,,,
ManagePay Services Sdn Bhd.,,Asia / Pacific,MALAYSIA,mpsb.net,,,,,,,,
MRL Posnet Private Limited,,Asia / Pacific,INDIA,mrlposnet.com,,,,,,,,
Online Mobile Service Joint Stock Company (M_Service JSC),Mobile Service JSC,Asia / Pacific,VIETNAM,mservice.com.vn,,,,,,,,
Mswipe Technologies Pvt. Ltd.,Mswipe,Asia / Pacific,India,mswipe.com,,,,,,,,
Merchantrade Asia Sdn. Bhd.,,Asia / Pacific,MALAYSIA,mtradeasia.com,,,,,,,,
Pt. Multipolar,,Asia / Pacific,INDONESIA,multipolar.com,,,,,,,,
Maximus Credit Ltd,Maximus,Asia / Pacific,Israel,mxc.co.il,,,,,,,,
Oxigen Services India Pvt Ltd,Oxigen,Asia / Pacific,India,myoxigen.com,,,,,,,,
"WISDTEK Tecnologies Co, Ltd",MYPAY,Asia / Pacific,Taiwan,mypay.com.tw,,,,,,,,
Nayax Ltd,,Asia / Pacific,ISRAEL,nayax.com,,,,,,,,
Network Billing Partners PTE Ltd,,Asia / Pacific,SINGAPORE,nbp.sg,,,,,,,,
National Credit Card Center,,Asia / Pacific,TAIWAN,nccc.com.tw,,,,,,,,
NEC Corporation,,Asia / Pacific,JAPAN,nec.com,,,,,,,,
"Yamato System Development Co., Ltd",,Asia / Pacific,JAPAN,nekonet.co.jp,,,,,,,,
NJ Holdings Inc.,,Asia / Pacific,JAPAN,nepro.jp,,,,,,,,
Nepal Electronic Payment Systems Ltd.,,Asia / Pacific,NEPAL,neps.com.np,,,,,,,,
Netpay Solutions Pvt Ltd,,Asia / Pacific,INDIA,net1.com,,,,,,,,
Netbuilder (M) SDN BHD,Netbuilder EC-Ecom,Asia / Pacific,Malaysia,netbuilder.com.my,,,,,,,,
NetMove Corporation,,Asia / Pacific,JAPAN,netmove.co.jp,,,,,,,,
NETPAY INTERNATIONAL,Netpay,Asia / Pacific,Israel,netpay-intl.com,,,,,,,,
eNETS Pte Ltd,,Asia / Pacific,SINGAPORE,nets.com.sg,,,,,,,,
"Neweb Technologies Co., Ltd",NEWEB,Asia / Pacific,Taiwan,neweb.com.tw,,,,,,,,
"Neweb Payments Co., Ltd.",NEWEB,Asia / Pacific,TAIWAN,newebpay.com.tw,,,,,,,,
Newgen Payment Gateway Pvt. Ltd.,,Asia / Pacific,INDIA,newgenpayments.com,,,,,,,,
Nexsys Corporation,,Asia / Pacific,TAIWAN,nexsys.com.tw,,,,,,,,
Nepal Investment Bank Limited,,Asia / Pacific,NEPAL,nibl.com.np,,,,,,,,
PT. Ionpay Networks,Nicepay,Asia / Pacific,INDONESIA,nicepay.co.id,,,,,,,,
NICE Payments Co. Ltd,,Asia / Pacific,SOUTH KOREA,nicepayments.co.kr,,,,,,,,
"Nihon Ryutsu Co., Ltd.",,Asia / Pacific,JAPAN,nichiryu.co.jp,,,,,,,,
NovusTech Transact Lanka Pvt Ltd,,Asia / Pacific,SRI LANKA,novustech.com.sg,,,,,,,,
Special Source Payments Pty Ltd,Special Source Payments,Asia / Pacific,Australia,nrnssoftware.com.au,,,,,,,,
PT. NUSA SATU INTI ARTHA,,Asia / Pacific,INDONESIA,nsiapay.com,,,,,,,,
NTT Finance Corporation,,Asia / Pacific,JAPAN,ntt-finance.co.jp,,,,,,,,
NTT COMWARE Corporation,,Asia / Pacific,JAPAN,nttcom.co.jp,,,,,,,,
"NTT Data (Thailand) Co., Ltd.",,Asia / Pacific,THAILAND,nttdata.com,,,,,,,,
NTT Smart Trade Inc.,NTT Smart Trade,Asia / Pacific,JAPAN,nttsmarttrade.co.jp,,,,,,,,
New Zealand Association Of Credit Unions,,Asia / Pacific,NEW ZEALAND,nzcu.co.nz,,,,,,,,
J & A Enterprises Pty Ltd,Oberon Engineering,Asia / Pacific,AUSTRALIA,obeeng.com.au,,,,,,,,
IDEMIA Pakistan Private Limited,,Asia / Pacific,PAKISTAN,oberthur.com,,,,,,,,
OCBC Wing Hang Bank Limited,,Asia / Pacific,HONG KONG,ocbcwhhk.com,,,,,,,,
"Oceanpayment Co., Limited",,Asia / Pacific,HONG KONG,oceanpayment.com,,,,,,,,
"Omise Japan Co.,Ltd",,Asia / Pacific,JAPAN,omise.co,,,,,,,,
"Omnisystem Co., Ltd.",,Asia / Pacific,SOUTH KOREA,omnisystem.co.kr,,,,,,,,
One97 Communications Limited,PayTM,Asia / Pacific,India,one97.com,,,,,,,,
"Gangu Tech Co., Ltd.",OnePaid,Asia / Pacific,Taiwan,onepaid.com,,,,,,,,
ONEPAY ONLINE SERVICE AND COMMERCIAL JOINT STOCK COMPANY,,Asia / Pacific,VIETNAM,onepay.vn,,,,,,,,
FPL Technologies Private Limited,,Asia / Pacific,INDIA,onescore.app,,,,,,,,
Opal Balance (2000) Ltd,Opal Balance,Asia / Pacific,Israel,opalbalance.co.il,,,,,,,,
"LIVING PRO-SEED, INC.",Pado Corporation,Asia / Pacific,JAPAN,pado.co.jp,,,,,,,,
"PARK24 CO.,Ltd.",,Asia / Pacific,JAPAN,park24.co.jp,,,,,,,,
OJSC PASHA BANK,PASHA BANK,Asia / Pacific,AZERBAIJAN,pashabank.az,,,,,,,,
"PAX Computer Technology (Shenzhen) Co, Ltd",PAX,Asia / Pacific,CHINA,pax.com.cn,,,,,,,,
ZAAK EPayment Services Private Limited,mobikwik,Asia / Pacific,India,pay.mobikwik.com,,,,,,,,
WeChat Pay Hong Kong Limited,,Asia / Pacific,HONG KONG,pay.wechat.com,,,,,,,,
Pay2Go Technology Corporation,Pay2Go,Asia / Pacific,Taiwan,pay2go.com,,,,,,,,
PAYPERMINT PRIVATE LIMITED,,Asia / Pacific,INDIA,payabbhi.com,,,,,,,,
Pay Advantage Pty Ltd.,Pay Advantage,Asia / Pacific,Australia,payadvantage.com.au,,,,,,,,
Paychoice Pty Ltd,Paychoice,Asia / Pacific,AUSTRALIA,paychoice.com.au,,,,,,,,
PayCommerce India Pvt. Ltd.,Billerzone,Asia / Pacific,India,paycommerce.com,,,,,,,,
PAYDEE SDN. BHD.,,Asia / Pacific,MALAYSIA,paydee.co,,,,,,,,
"Easylink Payment Co., Ltd. (PayEco)",Payeco,Asia / Pacific,CHINA MAINLAND,payeco.com,,,,,,,,
Pay Finder Ltd,,Asia / Pacific,ISRAEL,payfinder.com,,,,,,,,
"PAYGATE CO., LTD.",,Asia / Pacific,SOUTH KOREA,paygate.net,,,,,,,,
"PAYGENT Co., Ltd",,Asia / Pacific,JAPAN,paygent.co.jp,,,,,,,,
Payletter Inc.,,Asia / Pacific,SOUTH KOREA,payletter.com,,,,,,,,
Paymark Limited,,Asia / Pacific,NEW ZEALAND,paymark.co.nz,,,,,,,,
Flexi Online New Zealand Limited,Paymate,Asia / Pacific,Australia,paymate.com,,,,,,,,
PayMate India Private Limited,PayMate,Asia / Pacific,India,paymate.in,,,,,,,,
"PayMaya Philippines, Inc.",,Asia / Pacific,PHILIPPINES,paymaya.com,,,,,,,,
Pay Me LTD.,Pay Me,Asia / Pacific,Israel,payme.co.uk,,,,,,,,
FINGERPRINT,FINGERPRINT,Asia / Pacific,Bangladesh,payment.ferns.education,,,,,,,,
The National Payment Corporation of Vietnam (NAPAS),,Asia / Pacific,VIETNAM,payment.smartlink.com.vn,,,,,,,,
Payment Gateway Solutions Private Ltd,,Asia / Pacific,INDIA,paymentz.com,,,,,,,,
"PAYNAMICS TECHNOLOGIES, INC.",,Asia / Pacific,PHILIPPINES,paynamics.com,,,,,,,,
Paynear Solutions Private Limited,Paynear,Asia / Pacific,India,paynear.in,,,,,,,,
PayNow Online Payment,PayNow,Asia / Pacific,Taiwan,paynow.com.tw,,,,,,,,
VietUnion Online Services Corporation,,Asia / Pacific,VIETNAM,payoo.vn,,,,,,,,
PayPal Australia Pty Limited,PayPay Australia Ptd Limited,Asia / Pacific,Australia,paypal.com,,,,,,,,
Phi Commerce Private Limited,Phi Commerce,Asia / Pacific,India,payphi.com,,,,,,,,
PT. Solusi Pasti Indonesia,Paypro,Asia / Pacific,Indonesia,paypro.id,,,,,,,,
Paysbuy Co. Ltd.,Paysbuy,Asia / Pacific,Thailand,paysbuy.com,,,,,,,,
PaySmart Pty Limited,PaySmart,Asia / Pacific,AUSTRALIA,paysmart.com.au,,,,,,,,
Paystation Limited,,Asia / Pacific,NEW ZEALAND,paystation.co.nz,,,,,,,,
Paytech Japan,,Asia / Pacific,JAPAN,paytech.no,,,,,,,,
PAYTM MOBILE SOLUTIONS PRIVATE LIMITED,Paytm,Asia / Pacific,India,paytm.in,,,,,,,,
PayU Payments Private Limited,PayU India,Asia / Pacific,India,payubiz.in,,,,,,,,
Payware Inc.,Payware,Asia / Pacific,Taiwan,payware.com.tw,,,,,,,,
Flipkart Payment Gateway Services Private Limited,,Asia / Pacific,India,payzippy.com,,,,,,,,
PCHOMEPAY INC.,PCHOMEPAY,Asia / Pacific,Taiwan,pchomepay.com,,,,,,,,
PChomePay Inc,,Asia / Pacific,TAIWAN,pchomepay.com.tw,,,,,,,,
Pchome Store Inc.,Pchome Store,Asia / Pacific,Taiwan,pcstore.com.tw,,,,,,,,
Pepper Australia Pty Ltd,Peppermoney,Asia / Pacific,AUSTRALIA,pepper.com.au,,,,,,,,
Permodalan Sejahtera SDN BHD,Permodalan Sejahtera-eCOM,Asia / Pacific,Malaysia,permodalan.my,,,,,,,,
Asiapay Payment Technology Corp.,,Asia / Pacific,PHILIPPINES,pesopay.com,,,,,,,,
Phonepe Pvt. Ltd.,Phonepe,Asia / Pacific,India,phonepe.com,,,,,,,,
Pi Mobile Technology,Pi Mobile Wallet,Asia / Pacific,Taiwan,piapp.com.tw,,,,,,,,
Pine Labs Private Limited,Pine Labs,Asia / Pacific,India,pinelabs.com,,,,,,,,
Ping Pong Global Holdings Ltd,,Asia / Pacific,HONG KONG,pingpongpayments.com,,,,,,,,
Southern Payment Systems Limited,PIN Payments,Asia / Pacific,Australia,pinpayments.com,,,,,,,,
Pinpoint Pty Ltd,Pinpoint,Asia / Pacific,AUSTRALIA,pinpoint.benefits.com.au,,,,,,,,
Placard Pty Ltd,Placard,Asia / Pacific,AUSTRALIA,placard.com.au,,,,,,,,
PLANET PAYMENT (HONG KONG) LIMITED,Planet,Asia / Pacific,HONG KONG,planetpayment.com,,,,,,,,
Plasmedia,,Asia / Pacific,INDONESIA,plasmedia.com,,,,,,,,
Pollet Inc.,,Asia / Pacific,JAPAN,polletcorp.com,,,,,,,,
Portonics Limited,Portwallet,Asia / Pacific,Bangladesh,portwallet.com,,,,,,,,
"POSNET CO,LTD,",,Asia / Pacific,THAILAND,posnet.co.th,,,,,,,,
Premier Technologies Pty Ltd,Premier Technologies,Asia / Pacific,AUSTRALIA,premier.com.au,,,,,,,,
PT. Prima Vista Solusi,,Asia / Pacific,INDONESIA,primavista-solusi.com,,,,,,,,
PSIS,,Asia / Pacific,NEW ZEALAND,psis.co.nz,,,,,,,,
Shanghai Pujiang Smart Card Systems Co Ltd.,,Asia / Pacific,MAINLAND CHINA,pujiang-card.cn,,,,,,,,
Pure Commerce Pty Ltd,Pure Commerce,Asia / Pacific,AUSTRALIA,pure-commerce.com,,,,,,,,
QFIX INFOCOMM PRIVATE LIMITED,,Asia / Pacific,INDIA,qfixinfo.com,,,,,,,,
QPAY India Pvt Ltd.,QPAY,Asia / Pacific,India,qpayindia.com,,,,,,,,
Quest Payment Systems Pty Ltd,Quest Payment Systems,Asia / Pacific,AUSTRALIA,questpaymentsystems.com,,,,,,,,
Quickpay Pty. Ltd.,Quickpay,Asia / Pacific,Australia,quickpay.net.au,,,,,,,,
Qvalent Pty Ltd,Qvalent,Asia / Pacific,AUSTRALIA,qvalent.com,,,,,,,,
Rapid ATM Group Pty Ltd,Rapid ATM Group,Asia / Pacific,AUSTRALIA,rapidatm.com.au,,,,,,,,
Rapid Financial Services Solutions Pty Ltd,Rapid Financial Solutions,Asia / Pacific,Australia,rapidfinancialsolutions.com,,,,,,,,
Razorpay Software Private Limited,Razorpay,Asia / Pacific,India,razorpay.com,,,,,,,,
Redbourne Business Services,Redbourne,Asia / Pacific,AUSTRALIA,redbourne.com.au,,,,,,,,
Red Dot Network,RDP (RED DOT PAYMENT),Asia / Pacific,MYANMAR,reddotpayment.com,,,,,,,,
REMISE Corporation,,Asia / Pacific,JAPAN,remise.jp,,,,,,,,
"Resona Kessai Service Co.,Ltd.",,Asia / Pacific,JAPAN,resona-ks.co.jp,,,,,,,,
